eventDate,municipality,locality,verbatimLocality,decimalLatitude,decimalLongitude,scientificName,class,order,family
2/15/2018,,"Sierra Nevada De Santa Marta Natural National Park, Santa Marta (Dist. ESP. ) CO-Magdalena (11.2213,-73.5750)",,11.221285,-73.574974,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/20/2016,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/21/2023,,Vereda Santa Marta,,1.324132,-76.55027,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/25/2016,,Side road off Santa Marta-Minca Rd.,,11.1672,-74.14283,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/31/2020,,"#5B-221 Calle 23, Santa Marta, Magdalena, CO (11.264, -74.183) Taganga",,11.264232,-74.18299,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/30/2024,,"Santa Marta, Santa Marta CO-Magdalena (11.2734,-73.9192)",,11.27338,-73.91921,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/9/2022,,"Tayrona National Natural Park, Santa Marta (Dist. ESP. ) CO-Magdalena 11.29573, -73.89230",,11.295727,-73.892296,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/22/2024,,"Vía Santa Marta, Dibulla CO-La Guajira (11.2421,-73.5330)",,11.242117,-73.53297,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/2/2019,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/16/2022,,"Tayrona National Natural Park, Santa Marta (Dist. ESP. ) CO-Magdalena 11.31325, -73.95248",,11.313248,-73.952484,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/5/2023,,Villa Maria Tayrona,,11.281473,-73.878235,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/29/2024,,"Paso del Mango, Santa Marta CO-Magdalena 11.14638, -74.11220",,11.146376,-74.1122,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/19/2017,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/6/2010,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/20/2022,,"Santa Marta – Cerro Kenedy Expressway (11.1119,-74.0944)",,11.11191,-74.09444,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/29/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/31/2024,,"Carrera 7 4-71, Dibulla CO-La Guajira (11.2476,-73.5578)",,11.247579,-73.557755,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/21/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11,094, -74,081)",,11.094143,-74.081055,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/21/2014,,Aeropuerto Santa Marta,,11.12803,-74.22989,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/25/2023,,Playa Dibulla,,11.274151,-73.315346,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/27/2020,,"Carrera 7 8-100–8-2, Santa Marta CO-Magdalena 11.24859, -74.20788",,11.24859,-74.20788,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/9/2016,,"CO-Magdalena-Santa Marta - 11.123x-74.095 - dic 16, 2016 10:23 p. m.",,11.122629,-74.094925,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/18/2015,,Santa Marta-Cienaga 90 Road,,11.083069,-74.21396,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/25/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.26636, -73.14641",,11.266356,-73.14641,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/12/2016,,"El Matuy, Palomino",,11.252055,-73.54593,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/16/2020,,"Carrera 7 8-100–8-2, Santa Marta CO-Magdalena 11.24882, -74.20796",,11.248824,-74.207954,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/21/2023,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/24/2023,,"Vía Arrecifes, Santa Marta CO-Magdalena 11.28137, -73.91485",,11.281366,-73.914856,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/10/2022,,"Parque Nacional Natural Sierra Nevada de Santa Marta, Santa Marta CO-Magdalena 11.25358, -73.65475",,11.253579,-73.654755,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/7/2018,,"Minca - Pozo Azul - Santa Marta - , Magdalena, CO (11.139, -74.107)",,11.139325,-74.10734,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/31/2024,,Proyecto Ave-cedario Primaria IERSAP/PalominoBirding,,11.251167,-73.565346,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/7/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.41152, -73.06150",,11.411523,-73.0615,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/3/2015,,CO-Magdalena-Santa Marta - Ciudad Perdita,,11.207325,-74.05385,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/1/2023,,"Tayrona National Natural Park, Santa Marta CO-Magdalena 11.29600, -73.89248",,11.296004,-73.89248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/9/2024,,PN Tayrona— Sendero Calabazo,,11.287597,-74.00101,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/19/2022,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/6/2020,,"Carrera 7 8-100–8-2, Santa Marta CO-Magdalena 11.24859, -74.20788",,11.24859,-74.20788,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/14/2024,,"Santa Marta (Dist. ESP. ), Santa Marta CO-Magdalena 11.29024, -73.91355",,11.29024,-73.91354,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/1/2017,,"Ruta Nacional Vía 90 1–97, Santa Marta (Dist. ESP. ) CO-Magdalena (11.2533,-74.1088)",,11.253329,-74.108795,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/7/2020,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/24/2020,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/29/2023,,"Vía Santa Marta - Riohacha, Santa Marta CO-Magdalena (11.2817,-73.9702)",,11.281748,-73.970245,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/21/2023,,"4324 Carrera 29, Santa Marta, Magdalena, CO (11,224, -74,184)",,11.224173,-74.18434,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/20/2022,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.27725, -73.12211",,11.277254,-73.12211,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/26/2022,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/24/2020,,"#5B-221 Calle 23, Santa Marta, Magdalena, CO (11.264, -74.183) Taganga",,11.264232,-74.18299,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/11/2023,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11,092, -74,073)",,11.091679,-74.07333,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/5/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/1/2024,,Tayrona,,11.338931,-74.009575,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/27/2017,,Near Santa Marta Airport,,11.106684,-74.22428,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/16/1981,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/23/2023,,Palomino,,11.247698,-73.55671,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/2022,,"Finca Cincinati, Santa Marta -Magdalena, CO (11.099, -74.083)",,11.099414,-74.08258,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/15/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.13, -74.109) El Recuerdo",,11.130444,-74.10879,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/6/2016,,Mendihuaca,,11.280147,-73.87132,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/3/2022,,Mama Tayrona Hostel,,11.283413,-73.99417,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/8/2024,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/17/2023,,"Vía Parque Tayrona, Magdalena, CO (11.276, -74.117)",,11.27626,-74.1175,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/10/2024,,Rio Guachaca,,11.246672,-73.839615,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/7/2001,,Santa Marta (General Area),,11.237429,-74.20945,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/7/2023,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/9/2019,,"casa Galavanta-santa Marta-Magdalena, CO (11.113, -74.087)",,11.112944,-74.086845,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/16/2015,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/24/2021,,Rio Don Diego--Carretera 90,,11.239863,-73.696976,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/8/2024,,"Bst Unimag, Santa Marta, Magdalena, CO (11,223, -74,184)",,11.22252,-74.184364,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/29/2022,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/13/2019,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/26/2024,,Palomino Sunrise,,11.251765,-73.56046,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/5/2023,,"Palomino, playa y río",,11.256999,-73.56288,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/18/2012,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/17/2022,,"Vía Santa Marta - Riohacha (Troncal del Caribe), Riohacha CO-Departamento de La Guajira 11.27611, -73.12218",,11.27611,-73.12218,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/28/2021,,"Vía Santa Marta, Santa Marta (Dist. ESP. ) CO-Magdalena 11.26088, -73.58561",,11.260878,-73.58561,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/13/2019,,"Pozo Colorado, Santa Marta, Magdalena, CO",,11.151395,-74.22655,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/13/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/13/2024,,Playa Palomino,,11.254079,-73.55227,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/3/2022,,Los Llanos de Dibulla,,11.24071,-73.312935,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/18/2019,,"CO-Magdalena-Santa Marta (Dist. ESP. ) (11.1464,-74.2234)",,11.146378,-74.22338,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/31/2023,,"Tiny Houses, Tayrona 11.28989, -73.91225",,11.28989,-73.91225,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/6/2023,,"Santa Marta - Minca, Minca, Magdalena, CO (11,143, -74,119)",,11.143269,-74.11879,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/29/2018,,"Playa Neguange 1–93, Santa Marta (Dist. ESP. ) CO-Magdalena (11.2497,-74.1170)",,11.249729,-74.11702,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/28/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.282, -73.915)",,11.281842,-73.91475,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/9/2018,,"CO-Magdalena-Santa Marta (Dist. ESP. ) (11,2557,-73,6991)",,11.255729,-73.699135,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/24/2020,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/16/2022,,"Santa Marta - Minca, Magdalena, CO (11.158, -74.139) Las Cabañas @Manriquebirding",,11.157681,-74.138664,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.146, -74.115)",,11.145606,-74.11459,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/6/2023,,"Carrera 1 114-73, Santa Marta CO-Magdalena 11.15126, -74.22643",,11.151256,-74.226425,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/2022,,"Puente El Mayor, Río Manzanares, Santa Marta, Magdalena, CO (11,227, -74,198)",,11.227362,-74.19809,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/9/2018,,"Santa Marta, Magdalena, CO (11,228, -74,177)",,11.228242,-74.17708,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/21/2019,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/2024,,río palomino,,11.237696,-73.56348,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2023,,Rio Don Diego--Carretera 90,,11.239863,-73.696976,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/18/2019,,"PN Tayrona, Colinas de Calabazo",,11.289467,-74.00097,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/9/2021,,Sendero el barnis cto santa marta,,1.335384,-76.54205,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/11/2024,,"Parque Tayrona Bahía Concha, Magdalena, CO (11.284, -74.145)",,11.283998,-74.14454,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/18/2019,,"Torre El Dorado-laguna, Santa Marta, Magdalena, CO (11.107, -74.048)",,11.107436,-74.04843,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/22/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/8/2022,,"Mingueo-Santa Marta, La Guajira, CO (11.244, -73.562)",,11.244438,-73.56201,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/27/2024,,"Gaviotas, Palomino",,11.232694,-73.487076,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/5/2024,,"Río San Salvador , Guajira Palomino",,11.236188,-73.529655,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/14/2023,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/9/2024,,"Vía Santa Marta - Riohacha, Santa Marta CO-Magdalena 11.28093, -73.91333",,11.28093,-73.91334,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/24/2017,,entrada calabazo parque tayrona,,11.287198,-74.00107,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/18/2022,,PNN Tayrona--Arrecifes,,11.314315,-73.94941,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/4/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/31/2024,,Proyecto Ave-cedario Primaria IERSAP/PalominoBirding,,11.251167,-73.565346,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/8/2016,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/14/2022,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/8/2021,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.125, -74.099)",,11.125397,-74.09933,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/11/2024,,"Don DiegoTroncal del Caribe, Magdalena, CO (11.238, -73.699)",,11.238349,-73.69882,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/21/2015,,"Santa Marta, Vereda Las Cabañas - Minca",,11.15747,-74.13853,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/29/2020,,"Quinta San Pedro Alejandrino, Santa Marta, Magdalena, CO",,11.228167,-74.17749,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/19/2024,,"Océano Atlántico, Santa Marta CO-Magdalena 11.13624, -74.22822",,11.136243,-74.22822,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/1/2024,,"Bedviajes.com, Santa Marta CO-Magdalena (11.2048,-74.2278)",,11.20478,-74.22784,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/28/2024,,"PalominoBirding. Carrera 6. Nuevo Parque principal. Palomino,La Guajira, CO (11.25, -73.559)",,11.250057,-73.559204,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/29/2024,,SFF Ciénaga Grande de Santa Marta--Río Sevilla,,10.866751,-74.32288,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/23/1987,,Santa Marta area,,11.223615,-74.16012,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/17/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/2021,,Río Palomino--One Santuario Natural,,11.231459,-73.570366,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/15/2022,,"Carrera 3 202-216, Santa Marta CO-Magdalena 11.07962, -74.21592",,11.079618,-74.21592,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/8/2022,,Vereda Santa Marta,,1.324132,-76.55027,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/11/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.291, -73.914)",,11.290881,-73.913536,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/5/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/15/2017,,Sierra Nevada de Santa Marta--Sector El Campano,,11.100062,-74.08492,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/22/2022,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/3/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.40949, -73.06227",,11.409492,-73.06227,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/29/2022,,Desembocadura de Río Mendihuaca,,11.275687,-73.85979,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/8/2014,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/21/2022,,"Playa El Rodadero, Santa Marta, Magdalena, CO (11,204, -74,228)",,11.203569,-74.227875,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/31/2017,,Historic Santa Marta,,11.243409,-74.21116,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/21/2022,,"Santa Marta - Minca, Magdalena, CO (11.145, -74.122)",,11.144659,-74.12231,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/20/2019,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/31/2023,,"Parque San Miguel, Santa Marta, Magdalena, CO (11.241, -74.208)",,11.240611,-74.20834,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/21/2017,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/3/2023,,"Santa Marta (Dist. ESP. ), Santa Marta CO-Magdalena 11.12878, -74.10793",,11.128778,-74.10793,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/12/2018,,"Calabazo (Pueblito), Magdalena, Santa Marta, CO",,11.302447,-73.99882,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/4/2022,,"470008, Santa Marta (Dist. ESP. ) CO-Magdalena 11.14874, -74.11335",,11.148737,-74.11336,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/25/2022,,"Vía Parque Tayrona, Neguanje, Parque Tayrona, Magdalena, CO.",,11.315955,-74.07952,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/16/2023,,"Simón Bolívar Airport (Colombia), Santa Marta CO-Magdalena 11.11763, -74.23272",,11.117628,-74.23272,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/3/2013,,Santa Marta - Cerro Kenedy Road,,11.131329,-74.109436,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/16/2022,,"Carrera 3 179-96, Santa Marta (Dist. ESP. ) CO-Magdalena 11.10294, -74.22223",,11.102936,-74.22223,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/7/2023,,"Santa Marta, Santa Marta CO-Magdalena (11.1161,-74.1186)",,11.11613,-74.11862,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/28/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.27065, -73.12519",,11.270648,-73.12519,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/11/2022,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/20/2016,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/4/2023,,Castilletes Parque Tayrona,,11.304732,-73.916245,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/1/2017,,"Downtown- Santa Marta CO-Magdalena (11.2421,-74.2126)",,11.242091,-74.212616,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/31/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/6/2023,,"Wiwa Beach , Santa Marta",,11.154751,-74.22724,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/11/2018,,Sierra Nevada de Santa Marta--Sector El Campano,,11.100062,-74.08492,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/1/2008,,Rio Don Diego--Carretera 90,,11.239863,-73.696976,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/12/2024,,"Twins 1503 Calle 12 20-168, Santa Marta CO-Magdalena 11.24210, -74.19034",,11.242096,-74.190346,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/21/2023,,"Santa Marta (Dist. ESP. ), Santa Marta and CO-Magdalena 11.14215, -74.10825",,11.142153,-74.10825,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/5/2017,,PNN Tayrona lunch restaurant,,11.280163,-73.91573,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/31/2024,,"Desembocadura Del Río Palomino. La Guajira, CO Palomino Birding 🐦 🦜 🐦 (11.258, -73.568)",,11.258081,-73.56757,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/28/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.304, -73.929)",,11.303504,-73.928604,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/30/2010,,"Hacienda Cafetera La Victoria, Via Minca - San Lorenzo, Sierra Nevada de Santa Marta",,11.123561,-73.799208,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/1/2010,,"Hacienda Cafetera La Victoria, Via Minca - San Lorenzo, Sierra Nevada de Santa Marta",,11.123561,-73.799208,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/14/2010,,"Hacienda Cafetera La Victoria, Via Minca - San Lorenzo, Sierra Nevada de Santa Marta",,11.123561,-73.799208,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
